list-none-none,1,10,1,30,141655, 4721
list-none-none,1,100,1,300,149286, 497
list-none-none,1,10,1,30,138558, 4618
list-none-none,1,100,1,300,183796, 612
list-none-none,1,1000,1,3000,3156383, 1052
list-none-none,1,10000,1,30000,278821426, 9294
list-none-none,2,1,1,6,150221, 25036
list-none-none,1,10,1,30,144954, 4831
list-none-none,1,100,1,300,147883, 492
list-none-none,1,1000,1,3000,3077297, 1025
list-none-none,1,10000,1,30000,278947409, 9298
list-none-none,1,20000,1,60000,1101171444, 18352
list-none-none,2,1,1,6,200978, 33496
list-none-none,1,10,1,30,144950, 4831
list-none-none,1,100,1,300,147174, 490
list-none-none,1,1000,1,3000,3154921, 1051
list-none-none,1,10000,1,30000,280346577, 9344
list-none-none,1,20000,1,60000,1103823604, 18397
list-none-none,2,1,1,6,198153, 33025
list-none-none,2,10,1,60,152415, 2540
list-none-none,1,10,1,30,150723, 5024
list-none-none,1,100,1,300,147793, 492
list-none-none,1,1000,1,3000,3149181, 1049
list-none-none,1,10000,1,30000,285432774, 9514
list-none-none,1,20000,1,60000,1110271495, 18504
list-none-none,2,1,1,6,261021, 43503
list-none-none,1,10,1,30,124258, 4141
list-none-none,1,100,1,300,136459, 454
list-none-none,1,1000,1,3000,3076869, 1025
list-none-none,1,10000,1,30000,264776550, 8825
list-none-none,1,20000,1,60000,1094457522, 18240
list-none-none,2,1,1,6,217992, 36332
list-none-none,1,10,1,30,119192, 3973
list-none-none,1,100,1,300,168653, 562
list-none-none,1,1000,1,3000,3157856, 1052
list-none-none,1,10000,1,30000,281105531, 9370
list-none-none,1,20000,1,60000,1107675332, 18461
list-none-none,2,1,1,6,118725, 19787
list-none-none,2,10,1,60,172529, 2875
list-none-none,1,10,1,30,148684, 4956
list-none-none,1,100,1,300,169002, 563
list-none-none,1,1000,1,3000,3121125, 1040
list-none-none,1,10000,1,30000,282668820, 9422
list-none-none,1,20000,1,60000,1107571305, 18459
list-none-none,2,1,1,6,142858, 23809
list-none-none,1,10,1,30,113924, 3797
list-none-none,1,100,1,300,183293, 610
list-none-none,1,1000,1,3000,3156076, 1052
list-none-none,1,10000,1,30000,278393066, 9279
list-none-none,1,20000,1,60000,1106907762, 18448
list-none-none,2,1,1,6,153421, 25570
list-none-none,1,10,1,30,148217, 4940
list-none-none,1,100,1,300,165074, 550
list-none-none,1,1000,1,3000,3051919, 1017
list-none-none,1,10000,1,30000,274119359, 9137
list-none-none,1,20000,1,60000,1118025741, 18633
list-none-none,2,1,1,6,191284, 31880
list-none-none,4,1,1,12,223867, 18655
list-none-none,8,1,1,24,1094486, 45603
list-none-none,12,1,1,36,864059, 24001
list-none-none,12,10,1,360,1205766, 3349
list-i-none,2,1,1,6,137587, 22931
list-i-none,2,2,1,12,189760, 15813
list-i-none,2,4,1,24,239507, 9979
list-i-none,2,8,1,48,196350, 4090
list-i-none,4,1,1,12,499274, 41606
list-i-none,4,2,1,24,224705, 9362
list-i-none,4,4,1,48,177195, 3691
list-i-none,4,8,1,96,216189, 2251
list-i-none,2,1,1,6,118974, 19829
list-i-none,2,2,1,12,188003, 15666
list-i-none,2,4,1,24,145224, 6051
list-i-none,2,8,1,48,203435, 4238
list-i-none,2,16,1,96,161178, 1678
list-d-none,2,1,1,6,117069, 19511
list-d-none,2,2,1,12,143039, 11919
list-d-none,4,1,1,12,217672, 18139
list-d-none,4,2,1,24,195608, 8150
list-d-none,4,4,1,48,208289, 4339
list-d-none,2,1,1,6,134365, 22394
list-d-none,2,2,1,12,186074, 15506
list-d-none,2,8,1,48,158659, 3305
list-d-none,2,16,1,96,201361, 2097
list-il-none,2,1,1,6,147430, 24571
list-il-none,2,2,1,12,203789, 16982
list-il-none,2,4,1,24,141776, 5907
list-il-none,4,1,1,12,218228, 18185
list-il-none,4,2,1,24,259065, 10794
list-il-none,4,4,1,48,179157, 3732
list-il-none,2,1,1,6,185453, 30908
list-il-none,2,2,1,12,186077, 15506
list-il-none,2,4,1,24,179991, 7499
list-il-none,2,16,1,96,178178, 1856
list-dl-none,2,1,1,6,175656, 29276
list-dl-none,2,2,1,12,244485, 20373
list-dl-none,2,4,1,24,173961, 7248
list-dl-none,2,8,1,48,185446, 3863
list-dl-none,2,16,1,96,177106, 1844
list-dl-none,4,1,1,12,200395, 16699
list-dl-none,4,2,1,24,516426, 21517
list-dl-none,4,4,1,48,589891, 12289
list-dl-none,2,1,1,6,151457, 25242
list-dl-none,2,2,1,12,173021, 14418
list-dl-none,2,4,1,24,160585, 6691
list-i-m,12,32,1,1152,891059, 773
list-d-m,12,32,1,1152,471991, 409
list-il-m,12,32,1,1152,1406429, 1220
list-dl-m,12,32,1,1152,1135991, 986
list-i-s,12,32,1,1152,967606, 839
list-d-s,12,32,1,1152,1225862, 1064
list-il-s,12,32,1,1152,1274072, 1105
list-dl-s,12,32,1,1152,1186270, 1029
list-none-none,1,1000,1,3000,3152693, 1050
list-none-m,1,1000,1,3000,3114918, 1038
list-none-m,2,1000,1,6000,16854620, 2809
list-none-m,4,1000,1,12000,70778391, 5898
list-none-m,8,1000,1,24000,263988020, 10999
list-none-m,12,1000,1,36000,495858095, 13773
list-none-m,16,1000,1,48000,744063664, 15501
list-none-m,24,1000,1,72000,1140194892, 15836
list-none-s,1,1000,1,3000,3254509, 1084
list-none-s,2,1000,1,6000,12549480, 2091
list-none-s,4,1000,1,12000,29380970, 2448
list-none-s,8,1000,1,24000,179219085, 7467
list-none-s,12,1000,1,36000,301798417, 8383
list-none-s,16,1000,1,48000,501122994, 10440
